label,text
0,خالد البلوشي . اجمل ما في الفندق هو قاعة الكوفي والاستقبال فقط. الغرف غير نظيفةالاثاث قديم جدادورة المياه صغيرة ولا يوجد شطاف وقديمالمفترض لا يصنف بأي نجمة
1,حلوة جدا بس ليه حسيت كتير بنجيب محفوظ بين السطور .. ربما لأن أحداث الرواية ف زمن حدثنا عنه كثيرا نجيب. لكنها أكثر من رائعه خلصت ف يومين :
1,أولا: الغلاف حلو جدا .. احمد فرج ده عظيم .. ثانيا: ا هداء .. عامل جذبنى للروايه و للتركيز ف شخصية كل واحد .. ثالثا: اللغه .. اختيارك ان تكون اللغه بالفصحى حتى ف الحوار شئ هايل و لكن تشوبها بعض ا خطاء .. زى كلمة تتهد دى مثلا اللى قالتها منى لمعتز . و اول سطر ف صفحه سأعرف كيف اعلمك غلطك غلطك؟ مالها خطأك يعنى يا راجل يا طيب : . و كلمات زى عسليه و اوك مش بلعاهم بصراحه وسط هذا الكم من الفصحى . رابعا: اسلوب السرد حلو جدا .. بتنقلنى من شخص للتانى من غير ما احس بالتوهه ما بينهم . خامسا: ا حداث شيقه جدا .. مترابطه و ده خلى الروايه مافيهاش نقطة ملل . سادسا: الوصف الدقيق لكل شخص و ارتباط الشخصيات ببعض و وجهة نظره لباقى ا شخاص من اكتر الحاجات اللى عجبتنى ... سابعا: دخول شخصيه زى وحيد قبل انتهاء الروايه بصفحات حاجه اثارت تشويق القارئ اكتر لو كان حس بملل . ثامنا: المعلومات الطبيه اللى اتقالت ف ا خر حاجه زادت من احترامى للكاتب ن ماخلاش الروايه تعدى بمجرد قصه و بس بل اضاف ليها معلومات يشكر عليها . تاسعا: النهايه. الصدمه الكبرى . أذهلتنى بكل ما للكلمه من معنى : . عاشرا بقى و ده ا هم .. شكرا جدا لحضرتك ع الروايه و توقيع حضرتك اللى منورها. يعنى بصراحه مش عارفه اقول ايه بعد كل ده . انت كاتب موهوب و اتمنى ليك التوفيق ف اعمالك الجايه و تأكد لو فى عمل تانى ليك هكون من الناس اللى هتشتريه و تقرأه و هى ع ثقه ان الكتاب رائع لمجرد انه لمحمد عبد العزيز ..
1,زياره الحبيب المصطفى صلى الله عليه وسلم . الإفطار كان جيدالمكان حقيقه راحه. الشي الوحيد الذي لم يعجبني النت بطيء ودائم الانقطاع
0,الفكرة جميلة وعبارات الجناس الصحفى والالغاز اللى فيها برضه خلتنى اعد على الرواية فترة طويلة. الحقيقة ما توقعتش ان رواية جديدة تكون بالحبكة ديه كانت مشوقة فعلا. مبحبش حركة الفلاش باك اللى فى الروايات بحسها سيناريو مسلسل وبتوهنى اكتر بس فى امضاء ميت مكنتش وحشة للدرجة دى. النهاية مكنتش حلوة ابدا حسيت انها ساذجة شوية مكنتش مناسبة للرواية كان ممكن اتقبلها لو ماتو. اللغة عادية جدا مركزتش فى الاخطاء الاحداث كانت شدانى. بس الرواية احسن من غيرها كتير
1,انا قريت الرواية دي من سنين و لحد دلوقتي مفيش رواية اثرت فيا زيها
0,أحبته أكثر مما ينبغى ،. لا شك أنها كرهت نفسها لعبوديتها له و كرهت ذاك الأسر البغيض الذى وضع ظلما فى قالب الحب
0,السلام عليكم .. قمت مساء اليوم بزيارة لمطعم اناتوليا فرع العليا قسم العوائل قبل قدومي للمطعم أجريت اتصال لحجز طاولة لثمانية أشخاص وتفاجئت بعد قدومي لهم في الموعد المحدد بعدم تسجيلهم للحجز .. فاظطررت للانتظار لمدة ثلث ساعة. ملحوظات سريعة: ديكور المطعم ونظافته ممتازه جدا المطعم كان مليء بالناس .. وبالتالي كان شديد الازعاج لا يرتاح الشخص فيه. الطاولة لم تكن مريحة بل ضيقة جدا .. وليست عريضة كفاية لتأخذ الأطباق الاستقبال كان جيدا .. خدمة النادلون كانت متوسطة نأتي الان إلى الاطباق.. المقبلات: حمص: ممتاز جدا ولا اشكال عليه جيجك او هكذا اسمه كما اعتقد: روب بالزبادي جيد. الاطباق الرئيسية: اسكندر كباب: لذيذ جدا .. وكان أفضل شيء لديهم. بينرلي بيده: خبزة بالجبنة .. لابأس بها. لاهماجون: شبيهة بالعرايس لكن نكهتها مميزة ولذيذة. تاووك دونر: شاورما دجاج جيدة ومقرمشة بابيون كباب: طعمها كان سيء جدا وفيها نكهة غريبة تاووك بابيون: متوسطة اللذة فستكلي كباب: كباب لذيذ .. هو واسكندر الكباب كانوا الألذ. الساندوتشات: ادانا كباب دوروم : ناشفة ومذاقها متوسط تاووك دورم: أفضل من الادانا كباب المشروبات: العصير لا يتوفر الا عصير برتقال فقط وكان منتهي. فاظطررنا لاخذ مشروبات غازية عوضا عنها. بصراحة شديدة .. المطعم أعتقد يستحق التجربة لمرة واحدة فقط .. وإن اعدتها فستكون في قسم الافراد مع اختيار الاطباق المميزة .
0,اعطيت الكتاب نجمات عشان الأسلوب الراقي في الكتابه والترجمة الأكثر من رااااائعة والمتقنه. ماحسيت في لحظة انو الكتاب مترجم مافقد روحه ولا فقد اصالته. اهني المترجمه وأكيد راح اكون حريصه على ترجماتها بعد كده. نجي للسلبيات. ماقدرت امنع نفسي من الأحساس بالمبالغات في الروايات اللي بتروى وخصووووصا المرحلة الأولى في حياتها اللي قضتها في القصر. جاني احساس وكأني في قصة من قصص الف ليلة وليلة. ماكان في اتهام مباشر لطريقة العيش في القصر لكن بإسلوبها شعرت بالضغينة لهذا التحكم والسيطرة وكأننا في القرون الغابرة حيث تسلب الحريات تحت مسمى الخصوع والطاعة للملك . الكتاب من المفترض انو صاحبته مسلمة بس للأسف مافي اي لمحة عن الدين اللي بتحمله غير في كم موضوع وكان بلفتات باهتة وبدون روح. حتى لما بتذكر الاعياد بتذكرها وكانها تقليد وليس عيد اقره الدين. حتى لما كانت امها في العدة قالت انو التقاليد في المغرب انو المرأة تحد على زوجها اربعة اشهر وعشرة ايام. حتى في عز ازمتهم وحبسهم كانت بتتكلم عن لجوئها لله بالدعاء وكيف انو ما رأت استجابة فلم تعيد التجربة للأسف . تتكلم عن السيدة العذراء وعن شكل الصليب وعن الصلوات اللي علمتهم هيه والدتهم بحكم تربيتها في دار للراهبات. للأسف هيه وعائلتها كانو في محنه وابتلاء لم يشعروا بالقرب من الله بسبب تربيتهم التغريبية ونشأتهم البعيدة عن اي تدين. لا أنكر اني تأثرت في عدة اجزاء من الكتاب. لكن ككل لم يعجبني كثيرا
0,النظافة رديئة . التوصيل للحرم بالباص. نظافة البطانيات والمفارش والمناشف حيث تم ادخالنا لغرفة مستعملة وهذا لا يعمل به حتى مع الفنادق رديئة المستوى
1,إن العلماء مهتمون بموضوع يهدد مصير الإنسان ، وهو تلوث البيئة الطبيعية . ولكن أحدا منا لا يفكر بدور هيبيي الشعر الحديث في تلويث البيئة الأدبية.. . أنا لا أفهم كيف يمكن لشاعر أن يتحدث عن المثل الأعلى ولا يطبقه ، و أن يتغنى بالجمال ونفسه مسكونة بالبشاعة ، و أن يكتب عن الطهارة ولسانه غارق في الوحل . . الكتابة الحقيقة هي نقيض النسخ و نقيض النقل ، و نقيض المحاكاة الزنكوغرافية أو الطباعية .. فالقصيدة الجيدة هي النسخة الأولى التي ليس لها نسخة ثانية سابقة لها أو لاحقة بها ، يعني أنها زمان وحيد هارب من كل الأزمنة . ووقت خصوصي منفصل كليا عن الوقت العام ،. القصائد الرديئة هي القصائد التي تعجز عن تكوين زمنها الخصوصي فتصب في الزمن العام... . كل طبيب أذهب إليه يعاملني كشجرة .... يفحص جذعي ، و أوراقي ، و أغصاني .. ويتجاهل جهازي العصبي .. يتجاهل غدد الدمع المخبوءة في عيون الشجر.. يظن أن الأشجار لا تبكي ... لا تتوجع لفراق عصافيرها المهاجرة في أول الخريف ... يظن أن الأشجار لا تتذكر أولادها.... يحاول أن يشرح لي أن الطب الحديث يعتبر الغدد الدمعية كالزوائد الدودية. لا قيمة لها في جسد الإنسان... يا سيدي الطبيب . هل يمكن أن تشرح لي إذن ، كيف سينزل المطر ، وينبت العشب ، و تمتلئ بحار العالم... هل يمكن أن تقول لي إذا صادرت مني دموعي كيف سأكتب الشعر؟.. . رائع هو نزار الإنسان ... ادهشني جانبه الإنساني بعيدا عن نزار الشاعر ،. عبقرية اللغة و خصوصيتها التي لن تتكرر هي ما يجعل كلماته سحرية لهذا الحد ... المقالات إنسانية .. ساخرة ،. لاذع كعادته ... كانت قراءة ممتعة :
0,مايسوى . ولا شي. ضيق وعلى اي شي تدفع والله دفعونا دفع مو صاحي وممنوع زوار باختصار مايصلح
0,مقبول. . على اساس يكون نجوم ما ادريلا يوجد شبكه لدفع المبلغ فقط كاشالمكيف في غرفة النوم سبلت غير مريح الهوا في الوجه صعب تنامفي الصور يوجد مطبخ صغير في الحقيقه لايوجد غاز كهربائي طلبت أكثر من مره ولا يوجد استجابه
0,محسيتش بأي متعة في الاحداث وكانت كئيبة ومملة لكن متعتي كانت في اللغة كعادتي مع نجيب محفوظ لكن في المقابل في خان الخليلي حسيت ان لغة الحوار مكانتش على درجة عالية من التوفيق كأن يتحدث المعلم النونو بعربية فصيحة أكثر مما يجب لكن ممكن نتغاضى عن ذلك لما نعرف ان الرواية مكتوبة عام وانها من اوائل أعمال محفوظ اللي عبرت عن الحارة المصرية يعني ممكن نقول ان تجربة محفوظ مع الحاره المصرية مكانتش لسه اكتملت جواه او تبلور قالبها في عقله
1,استثنائي. . التاخير عند الدخول
0,سيء جدا . تعامل السيد مطر. سوء الخدمات وعدم النظافه
0,فى الرواية دى أحمد مراد بيحكى قصة سيدنا موسى زى ما اتذكرت قى القرآن بس بشكل تفصيلى شوية وبيقنعنا أن اليهود بيحاولو يزيفو التاريخ لصالحهم على مر العصور مفيش جديد . الناس بتشترى روايات أحمد مراد عشان اللى كاتبها أحمد مراد مش عشان الرواية كويسة فى حد ذاتها
0,الرواية فيها تفاصيل كثير غير مهمة ووصف مكرر في كل مشهد. لا ترتقي لكتابات محمد المنسي قنديل.
1,أجمل بكثير من التوقعات حفلة رأس السنة.. المكان يبدو جميلا و الحفلة منظمة جدا.. المكان كبير و به حدائق واسعة و حمام سباحة ضخم.. كان جميع الطاقم ودودون و كذلك مسئولة علاقات النزلاء و التي أمدتنا بالبيانات التي احتجت إلى معرفتها و بالواقع فان التعليق السابق هو ما جعلني أتذكر اسمها أظن أنها نفس الفتاة نهى.. أصدقائي و لقد قضيت أوقات طيبة هناك مع ذكريات حسنة.
0,حوار مع صديقي المتشكك
1,الكتاب المناسب في الوقت المناسب... المزعج في الكتاب أنه يذكر أسماء المراجع والكتب التي تعلوه مرتبة كمعلومات على النقيض طبعا : وفي وقت الامتحانات هذا، أن أباشر بتحميل كافة المراجع والبحث عنها كارثة كونية بحق . لنعد إلى الكتاب... كتاب تنمية بشرية ناجح، يورد خطط وتنظيمات للوقت والدراسة والمذاكرات.. يحترم عقل القارئ ولا يتخطى حدود المعقول كما هي كتب التنمية عادة... تنبغي قراءته أكثر من مرة للاستفادة من التطبيقات التي يحتويها واحتواء معلوماته... مفيد جدا للجامعيين ورواد الثانوية وكل من يدرس، ربما احتوى نصائح معروفة ولكنه التذكرة المناسبة لشحذ الهمم واسترعاء الاهتمام... ثاني كتاب تنمية يذكر فيه توني بوزان كمرجع، الأمر الذي أثار فضولي لهذا الكاتب، أعتقده سيكون محطتي المقبلة
1,أحببته .. خواطر رائعه لغه رقيقه
1,اكثر من رائعة في كل شيء تسلسل الاحداث وترابط الاشخاص والمفاجات غير المتوقعة جعلتني ارغب كثيرا في زيارة فرنسا : فعلا جميلة جدا
0,جيد . الاثاث و الشرفه. عدم تنظيف الغرفه بوقت اقامتي الا مره واحده
1,جيد. الفطور منوع والمطعم كبير أخذت غرفة اربع اسرة فردية وصالة صغيرة النظافة ممتازة الأسرة مريحه تعامل الموظفين في الاستقبال ممتاز الموقع قريب من الحرم والفندف مبناه من ضمن ابراج الصفوة وله مدخلين باب على طريق اجياد وباب يفتح على ساحة الحرم. فيه صعوبه بسيطه في الوصل للفندق خدمة الغرف ماكانت قد المستوى المطلوب النت بالدور كان ضعيف
1,موقع رائع . قربه من الخدمات والمطاعم ..الغرف واسعه ونظيفه.
0,. كتاب متفرد ك كل كتب مصطفى محمود. هناك مقالان على ما أذكر شعرت أنهما لا ينتميان بطريقة طرحهما إلى هذا الكتاب. لم أجد جدوى من الاستشهاد بمقولات الصوفي محمد بن عبد الجبار ..... كان من باب أولى أن يكون الاستشهاد بآيات القرآن الكريم ولاسيما أن مصطفى محمود مبدع في هذا الأمر والمقالة الأخيرة تشهد على ذلك. لو لم يكن في هذا الكتاب إلا المقالة الأخيرة التي ذكرتها آنفا لكفى هذا . هل كان لنا حياة قبل الموت ؟ رؤية منطقية جدا ومقنعة بالأدلة التي حاول الكاتب فهمها من منظور آخر. أعجبني جدا جدا حديثه عن تلك المعارك التي يظنها الناس محبة ويهتكون بموجبها حرم الخصوصيات ويدمرون أنفسهم وغيرهم فيها وما هي إلا شكل مشوه من أشكال الاستملاك والسيطرة. ترفع له القبعة
0,الي شفته في الفندق خابت توقعاتي . المسبح. انا توقت انه فندق عالمي وانه الناس تتكلم عنه بس طلع في سلبيات كثير اول شي نضافته وجوده الفندق داخل الممرات بيت الغرف وداخل الغرف كانت النضافة ما تلين باسمه وثاني شي كان السرير جدا سيئ لدرجه انه ضهري عورني لما صحيت من النوم وثالث شي والاسوا اني انتضرت تقريبا لين ما ينزلون اغراضي لين تحت
1,إعادة تقيم لرواية عمارة يعقوبيان للأديب علاء الأسوانى. الرواية تستحق اكثر من اربعة نجوم كاملة ، من وجههة نظرى هى أفضل عمل أدبى فى القرن ال ، مبهرة نجحت فى تقديم الجانب الإنسانى بشكل تفوق فيه الأسوانى على نفسه إلى جانب قدرته على سحر القاريء بعبقرية أدب المكان ، فقد نجح الأسوانى أن ينقل صورة كاملة لمصر ، لا احد ينكر أن عمارة يعقوبيان جسدت كل التغيرات التى طرأت على مصر فى اخر خمسين عاما .. فى أول عمل روائى طويل اظهر الاسوانى روعة اسلوبه فى قدرته على الإمساك بتلابيب القاريء حتى اخر سطر، وإن كانت الأعمال التى تلت ذلك اكثر إحترافية ، لكن تظل بكورة اعماله الأدبية منفردة ومختلفة لأنها صنعت منه الأديب العالمى واخرجته من طور المحلية إلى العالمية .. بناء الشخصيات رائع واقعى افرض الكاتب نفسه بقوة على مدرسة الواقعية واثبت ان الموهبة لا بد ان يطالها النور يوما ما .. عندما تنتهى من قراءة عمارة يعقوبيان ، ستدرك ان لا يزال هناك من يصر على الإتقان والجدية .
0,تقديم لفكر مختلف للإيمان عن الفكر السائد كعادة المؤلف، لكنه فكر جميل بإطار تشجيعي و حوار فكري.
0,لا أدري إن كان لارتباطة بجزء قادم دور في بقائه مبهم حتى النهاية لكن الإبهام الزائد لم يرق لي . اضطررت لاستهلاك خيالي كاملا بشكل متعب لتخيل فترات متباعدة من الزمن مختلطة في ذات الزمن. الأمر مرهق وممل أكثر مما تخيلت .. متأكدة كل التأكد من أن التتار لو ألفوا كتبا في مدحهم لما بلغت ما بلغه هذا الكتاب :/. أتمنى أن يصحح الجزء القادم الكثير من المفاهيم. وآمل من كل قلبي أنني لم أصل إلى مغزى الكاتب بعد
1,وقد انتهيت من قراءة رواية الحي اللاتيني..وانتهت معها دموعي.. ايا دنيا كم أنت قاسية أم نحن البشر قاسون؟ ايعقل أن يدفع الحب بالانسان الى الجوع و الانتظار و البكاء و أخيرا الضياع . وهي جانين مونترو ، تحب بكل ما أوتيت من عاطفة وكتبت أشواقها بكل لهفة ويموت الانسان فيها لأنه..... وهو؟ ذلك الشرقي العربي لازال نائم يحلم بالشرق.. في أحلام أمه وبلده..أحلام تكبل الروح و قيدها..لا حب لأم بل خشية منها ولا احترام لمبدأ سوى لمبادئ الناس أيا عروبة و شرقية قيدتنا حتى انطلقنا مسعورين نعض ونجرح ونؤلم ارواحا طاهرة مسكينة ترى فينا نورا... اهكذا يعلمنا ديننا؟ اهكذا نتعلم في شرقنا؟
0,عدم استغلال الموارد الموجوده . الهدوء و النظافه و الموقع. عدم استغلال البحر او الحديقه و كذلك عدم السماح بتواجد الأسره بالكامل علي حمام السباحه
0,ولا نجمه . انصدمنا بالفندق راىحه كريهه. الغرف فيه راىحه كريهه ، الحمام عزكم الله وووووووصخخخخخخ اخر ألليل تسمع أصوات صراخ ، ازعااااح وارف ، الكهربا تشوط .... حرق كل جرجاتي
0,رواية مختلفة تماما عما سبق من أحمد مراد. بصراحة لم تعجبني. اصبت بالإحباط مع النهاية المأساة. أيضا حدث عندي خلط كبير بين الحقائق التاريخية و خيال المؤلف بسبب اسماء الشخصيات الموجودة بالفعل في التاريخ و الأحداث المذكورة في الرواية
0,يحتاج لإعادة ترميم وتجديد . الموقعالافطار الصباحي. الاثاث قديم ومتهالكباب دولاب الملابس عبارة عن ستارة لا اعلم هل تكلفة تركيب باب جديد مكلفة لهذه الدرجة التكييف شباك ولكن مؤدي الغرض في هذه الفترة
0,مقبول. هدوء، عائلي توفير مواصلات للحرم كل نصف ساعهالاستقبال كان جيد جدا. حاجه الى تحسين من مستوى النظافة ضيق مواقف السياراتخدمة الزبون عبر الانتركم تحتاج الى تحسين .. فحين طلبت الى خدمة فتح الباب ... كان يجب علي النزول الى الاستقبال.حجم شاشة التلفاز صغيرهعدم توفر فيشه كهربائية اضافيه عالجدار
0,ماذا لو أنك وفي طريق عودتك إلى المنزل سلكت طريقا آخر غير الذي اعتدته ومررت بلافتة خط عليها تاجر أخلاق: بالجملة والقطاعي. فركت عينيك مجددا لتتأكد من صحة ما رأيته اخذت قرارا على عجلة وهممت بالدخول لتستبين حقيقة الأمر بدأت رحلتك في التعرف على حانوت الأخلاق وعلى صاحبه وعلى البضاعة التي يبيعها فما سمعت من قبل عن حانوتا للأخلاق في حوار ممتد مع العجوز الغريب أخبرك أن الأخلاق الصالحة كسد سوقها وأن الأخلاق الرديئة راجت حتى نفذت ولم يبقى منها ذرة واحدة حتى أصدر الحاكم أمره بإغلاق الحانوت وبالاستيلاء على كل ما به من نفاق حيث أنه الأشد طلبا ورواجا وأضحى النفاق بذلك بضاعة حكومية ووضعت الحكومة نظاما لتوزيعه بالبطاقات...الخ.. قضيتنا اليوم تتلخص في كلمتين هما: نفاق أو لا نفاق؟ هل يمكن أن تستقيم الحياة بلا نفاق؟ أم لا بد لها من النفاق؟ تدور الرواية بين البطل المنهك وسط عالم من النفاق و تاجر للأخلاق و مجتمع المنفاقين . البطل أصابه من فساد الأخلاق ما أصابهم لكنه لما لاحت له فرصة التخلص من ردائة أخلاقه لم يتردد لا يمنع أنه تصرف مع جرعات أخلاقة الجديدة برعونة كالأطفال. وتاجر الأخلاق الذي كان يرى أن النفاق كورقة التوت تواري سوءاتهم وأنه لو انكشف عنهم وعريت نفوسهم منه لماتوا فزعا العجوز كان يرى النفاق معينا للناس على تحمل ويلات الحياة ولولاه لانكشفت الحقيقة فأنتحر الناس جزعا. وهكذا ستعيش مع البطل مرة كمجنون شجاعة ومرة كمجنون مروءة ومرة كانسان أصابه وباء الأخلاق الفكرة لا شك مثيرة لو اتيح لي عن نفسي لأشتريت خلاصة الأخلاق.
1,الاطفال زينة الدنيا ولكن هذه الزينه يجب ان نحسن التعامل معها نهتم بها و نرعاها ، كي لانخدشها او نوقعها أرضا ، فهمنآ لاطفالنا يسهل عليهم العيش بدون صعوبه ، ولايجب ان نجعلهم ظلالا لنا بل ضوءا ينير علينا وعلى غيرنا .... أطفالنا مزعجون . ولكن الحقيقة هو زمن قصير ويكبرون ، فلنحسن تربيتهم ، ونخلص بذلك. كتاب الأطفال المزعجون كتاب رائع جدا مفصل لمراحل الطفوله وكيفية التعامل مع كل مرحله ، حتما دليل مهم. شكرا مصطفى. لكتابتك هذا الكتاب
0,هو كتاب فلسفى منطقى اكتر ،، فى اخره باب عن الروح والنفس ، ومناقشة حلوه اول مرة اسمع عنها
0,حسن. قربه من المسجد والمحلات التجاريه والبقالهشقق واسعهقريب نوعا ما من محطة الرقه للمترو. يحتاج لتغيير الاثاث خدمه الواي فاي ليست من ضمن العرض وتدفع عن كل جهاز وليس لكل شقه او غرفه لزياده السعر على النزيل.لا توجد مواقف كافيه بحيث يستطيع النزيل ايقاف سيارته بنفسه.
1,أشكركم على حسن للضيافه . أقترح تجهيز طاولت العمل مع الكرسي بشكل أفضل. لا شئ
1,جيد. بوفيه الافطار كان مميزاخدمة الواي فاي اكثر من رائعةموظفوها خدمة الغرف متعاونينمسبح صغير للأطفال. موظفوا الاستقبال لا يستقبلون المكالماتالفندق مكتظ بالاطفال المزعجينلا يوجد مسبح للكبارسعر الغرفة غالية بالنسبة للخدمات
0,بحبك يا أبو الوليد. بحبك . قرأت هذه الصفحه مرارا وتكرارا ... ما يزيدني حماسا و تشويقا لبقية اعمال نصر الله ، الإخراج و حبكة الفصول حيث ينتقل من امر لأمر آخر يجعل العقل دائما في حيره ويحاول تكرار الاسماء حتى لا ينساها على خلاف الروايات الاخرى .
1,كتاب رائع حقا يعيطنا طمع جديد للعبادات فهى ليست مجرد حركات نؤديها بل كل حركة لها معنى ولها مدلول وتشعرنا بلذة مختلفة أنصح بقراءته قبل رمضان ليعطى دفعة قوية للشعور بطعم العبادة والتقرب من الله عز وجل
1,نزار .. ناجي. لكم نون .. ولباقي العالم نون. ولأطفال الحجارة. نون النصر ونون النور. أهم ما فيهم أنهم لا يشبهونا ولا نشبههم. وهذا من حسن حظهم وقرروا أن يقاتلوا على طريقتهم. ويعيشوا على طريقتهم ويموتوا على طريقتهم
0,أول تجربة مع الأدب الياباني .. و ليس هناك شيء ملفت للنظر حقيقة ... راقتني واقعيتها .. و حتى النهاية المحروقة : جاءت كما لو أنها من الواقع المعاصر... لا أحد يمكنه تغيير العالم بمفرده .. لذلك فصديقنا بوتشان أتخذ مواقف تتفق مع مبادئه .. و مضى في حياته عليها ... أعجبتني .. فقط
0,مكان الشقق مخيف . خدمة الأستقبال جيدة الواي فاي مجاني قرب المطار. المكان مقابل الصناعية السعر كان عالي أزعاج الصناعية والطائرات السرير غير مريح
0,مرضي. الغرف واسعه و المكان نظيف و هادي. دورات المياه بها روائح كريهه
0,ارهقتنى ، مش قادرة اكملها وصلت لحد صفحة ووقفت ومش فاهمة حاجة منها للاسف
1,اللحظة هى أجل ما نملك والوقت هو أثمن هدية نقدمها للغير..ان نصدق انفسنا ونؤمن باننا جديرين بثمار أحلامنا..جديرين بالحب..بالنجاح..بالسعادة..السلام الداخلي الذي يبحث عنه الجميع والذي فقط يستشعرونه لبضع لحظات عند الخشوع ولحظات التأمل..لحظات التصالح مع الذات والتى سرعان ما تذوب كما يذوب الشمع فالنار إذا ما ولج الإنسان إلى دائرة الحياة التى يحياها الناس بوجوه مزيفة لا تمت إلى فطرة البارئ التى صورنا عليها..فنحن ما نملك لذلك نسعى صوب إمتلاك المزيد فنتقاتل لنحافظ على ما نملك ،ونحن ما ننجزه فى حياتنا لذلك نسعى وراء التنافس فتتكاثر الأحقاد والضغائن..ونحن ما يعتقده الناس إزائنا لذلك نسعى نحو إرضائهم فيسود الفساد والنفاق..وما بين ذلك وتلك تضيع الفطرة ونفقد ترنيمتنا التى خلقنا لنؤديها لتكتمل الترنيمة الكونية الكبرى..رواية تستحق القراءة..رحلة لإكتشاف حقيقة نعلمها لكننا دوما ننساها..يقولون ان من يقرأ كتابا يتغير بداخله شيئا وانا من خلال هذه الرحلة وكأحد الباحثين عن السلام الداخلى أظننى وجدت بعض المفاتيح التى تقودنى إلى مفترق طرق فى رحلتى تلك..رغم شعورى بأن الرواية هى خليط من بعض كتب التنمية البشرية المعروفة إلا اننى استمتعت بها..
1,شكرا مجموعة فلورا كريك . تبسم الطاقم جميعاواخلاقهم الجميله بدون مجاملات. الصيانه اتمنى الانتهاءمنهاسريعا
1,ممتع . كل شي رائع جدا جدا ومناسب للعائلة المحافظة . حاجه وحده بس وهي ريحة المنظف المعطر ماكانت حلوه بس
0,مكان سيء جدا وغير نظيف . الموقع فقط لقربه من المكان الذي أتيت لأجله. النظافة معدومة في المكان.التأخر في وقت الدخول.عند إخبارنا بجاهزية المكان وصعدنا الشقة كان طاقم التنظيف موجود وكذلك النزلاء السابقين الحمام جدا غير نظيفبإختصار،، المكان مقرف
0,التأخير في الدخول والخروج . الموقع فقط. المبالغة الكبيرة في أسعار الإقامة الزحمة في الاستقبال عند الدخول والخروج عدم مطابقة الأسعار مع بوكنج احتساب سعر الإقامة أكثر عن بوكنج والتلاعب بها
0,مرضي قابل للتحسن . توفر السائقين وجود مركز تسوق للأغذية شامل قريبالفطور الصباحي جيد جداالأثاث جيد جدا وجود صالة تنفيذيةوجود بركةوحود حمام سونا مخصص للنساء والرجال مكان الإنتظار بالفندق منظم. الخدمة بطيئة نوعا ماأجهزة تحضير الطعام قديمة وصدئة لا يوجد عليها صيانة كافيةالغسالة و مجفف الملابس قديمة جدا وبها أعطال ولا يوجد صيانة دورية توفير الماء مرة واحدة مجانا و سعر الماء والمشروبات الأخرى المباع داخل الفندق مرتفع جدا مقارنة بمراكز التسوق موظفين الإستقبال بحاجة الى دورات تطويرية في الترحيب بالعملاء و مهارة التواصل السليم
1,جمميل جدا ... أبداع محمد حسن علوان ... فكرة الرواية جديدة نوعا ما ... قصيرة و ممتعة تشد القارئ ينهيها من أول ما يبدأ ..
1,استثنائي. . الروم سيرفس
0,فندق غير جيد . .
1,من ألف كدبة بتتولد. يا غنوتي المسلولة من ألف كدبة. شدي حزامك وارقصي فوق البلد. وانهجي في لسان ولد. ميتشبعش منه .. وأكيد بعد ما يرجح لصاحبه هطل عليه من حين لآخر
1,كنت مترددة قبل قرأة الرواية لأني تجربتي مع بهاء طاهر مش قد كدة أحببت نقطة نور. ولم تعجبني واحة الغروب. مكنتش منتظرة أي حاجة من قرأيتها يمكن عشان كدة استمتعت بأجزاء كبيرة. كمان كان بقالي فترة بقرأ كتب سيئة مكتوبة بلغة ركيكة. حسيت بفرق شاسع وافتكرت أزاي الأسلوب و اللغة السليمة من أساسيات الكتابة. و بتخليك تستمتع و تندمج غصب عنك و تحب تكمله. الكتاب كرواية يتعبر عادي. لأن الحبكة مش قوية أوي غير أني كمان محبتش الشخصيات و مع ذلك أنا مضايقتش وأنا بقرأ. اتعطفت مع الشخصية الرئيسية أكيد بس حسيت أنه مهزوم و دايما بيهرب. . الكاتب كان ساعات بيسيب الأحداث الخارجية هي تبقى الشخصية المحورية في القصة. فجأة تبقى في بلد أوروبي هادئ و فجأة يرميك الكاتب وسط المخيمات والمذابح. و تبدأ ترثى على الحال اللي هوا هوا من سنيين كتير في وطنا العربي. . الأربع نجوم دي مش عشان الرواية رهيبة بس عشان عرفتني الفرق بين الكاتب اللي بجد حتى لو العمل متوسط الجودة. و الكتاب اللي مبيعرفوش يخطوا الحرف
0,ثاني قراءة لعبد المغلوث، أسلوبه جميل وبسيط جدا، وقصصه واقعية لطيفة، وملئية بالعبر والنصائح. أعجبتني جدا مقالة: أشياء لا تذبل، أنصح بقراءتها
0,رمادا . الشقة جميلة. لايوجد تدفءه في الشتاء خاصة في الليل لايوجد لا يوجد سجاده للصلاة الا بعد الطلب لا توجد تعليمات حول استعمال الأجهزة الكهرباءيه
1,فندق رائع وانصح به . الفندق هادئ ومتوفر فيه جميع الخدمات. مدخل المواقف مقفل بالسيارات
0,لا أنصح بهذا الفندق . قربه من دبي مول. الغرفة صغيرة جدآ، و لها باب مشترك مع الغرفة الأخرى
0,مخيب للأمل. لايوجد اي خدمة ومستوى متدني النظافة. الغبار في كل مكان على الارضيات والستايروالثلاجه اسفلها صدأوالاثاث قديم وقذر وفتحات بين التكييف والجدار يدخل الغبار
